Status,Type,Application Number,License Number,Entity Name,Street,City,State,Zip Code,Latitude,Longitude,Georeference
Active,Adult-Use Retail,OCMRETL-2023-002040,OCM-RETL-24-000107,The Hootch LLC,1662 First Avenue,New York,NY,10028,40.777248,-73.94901551,POINT (-73.94901551 40.777248)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000557,,FMH Consulting Inc.,76 N Summit Blvd,Westhampton,NY,11977,40.82553026,-72.67227099,POINT (-72.67227099 40.82553026)
Active,CAURD Retail,OCMCAURDP-2023-000211,OCM-CAURD-24-000084,Clemencia E Meza,32-64 85th Street,Elmhurst,NY,11370,40.75621911,-73.88285185,POINT (-73.88285185 40.75621911)
Pending,Adult-Use Retail,OCMRETL-2023-001994,,"COLVARD, LLC",7 Lorraine St,Plattsburgh,NY,12901,44.70184295,-73.45122315,POINT (-73.45122315 44.70184295)
Pending,CAURD Retail,OCMCAURDP-2024-000007,,Green Rush 607,90 East Market Street,Corning,NY,14830,42.14268319,-77.05083455,POINT (-77.05083455 42.14268319)
Active,CAURD Retail,OCMCAURDP-2023-000233,OCM-CAURD-24-000120,Indoor Treez Corp.,584 Eighth Ave,New York,NY,10018,40.75499245,-73.99133765,POINT (-73.99133765 40.75499245)
Pending,Adult-Use Retail,OCMRETL-2023-001437,,"Catskill Botanicals, LLC",53 Main St.,Delhi,NY,13753,42.27543029,-74.91932029,POINT (-74.91932029 42.27543029)
Active,CAURD Retail,OCMCAURDP-2023-000038,OCM-CAURD-23-000031,Nelsonskickz LLC,7479 US Route 11,Potsdam,NY,13676,44.66452748,-75.0290595,POINT (-75.0290595 44.66452748)
Pending,Adult-Use Retail,OCMRETL-2023-001491,,To The Moon Discount Store Inc.,2236 Victory Blvd,Staten Island,NY,10314,40.6119043,-74.13773122,POINT (-74.13773122 40.6119043)
Pending,Adult-Use Retail,OCMRETL-2023-001484,,HF Retail 1 LLC,96 Columbia St,Rensselaer,NY,12144,42.63471356,-73.74647915,POINT (-73.74647915 42.63471356)
Active,Adult-Use Retail,OCMRETL-2023-001745,OCM-RETL-24-000175,Pramukh 162,162-20 Northern Blvd,Flushing,NY,11358,40.76126825,-73.80274445,POINT (-73.80274445 40.76126825)
Active,CAURD Retail,OCMCAURDP-2024-000034,OCM-CAURD-24-000136,DAGGA LLC,157 W 72nd St,New York,NY,10023,40.77813772,-73.98036743,POINT (-73.98036743 40.77813772)
Pending,Adult-Use Retail,OCMRETL-2023-001590,,Friendly Flower 1 Inc.,130 Water St,New York,NY,10005,40.70556263,-74.00696222,POINT (-74.00696222 40.70556263)
Pending,Adult-Use Retail,OCMRETL-2023-000829,,"The Dispensary of CNY, Inc.",102 Grant Ave,Auburn,NY,13021,42.94164102,-76.55301299,POINT (-76.55301299 42.94164102)
Pending,Adult-Use Retail,OCMRETL-2023-001647,,Sessco Corp.,1392 Culver Rd,Rochester,NY,14609,43.17101737,-77.56007692,POINT (-77.56007692 43.17101737)
Active,CAURD Retail,OCMCAURDP-2023-000205,OCM-CAURD-24-000107,No Volume Records LLC,25 N. Pearl Street,Albany,NY,12207,42.65048538,-73.75216424,POINT (-73.75216424 42.65048538)
Active,CAURD Retail,OCMCAURDP-2023-000129,OCM-CAURD-24-000094,Evija Artworks Inc,299 Knickerbocker Ave,Brooklyn,NY,11237,40.7018268,-73.92352812,POINT (-73.92352812 40.7018268)
Pending,Adult-Use Retail,OCMRETL-2023-001076,,K-Dish LLC,906 State Route 28,Kingston,NY,12401,41.98192645,-74.08606278,POINT (-74.08606278 41.98192645)
Active,CAURD Retail,OCMCAURDP-2023-000148,OCM-CAURD-24-000199,JTCC NY LLC,5 Railroad St,Victor,NY,14564,42.97463892,-77.41159882,POINT (-77.41159882 42.97463892)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000510,,"Argo Park, Limited Liability Company LLC.",20 Argo Park,Rochester,NY,14613,43.18124704,-77.64729734,POINT (-77.64729734 43.18124704)
Pending,Adult-Use Retail,OCMRETL-2023-001891,,Official JJM Inc.,262 Middle Island Rd,Medford,NY,11763,40.84110265,-72.98883461,POINT (-72.98883461 40.84110265)
Pending,CAURD Retail,,,CAURD Pending Location,1412 Jerome Ave,Bronx,NY,10452,40.84040609,-73.9174703,POINT (-73.9174703 40.84040609)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000337,,Rolling Hills Wellness llc,7397 US Highway 9W,Catskill,NY,12414,42.20039514,-73.89739268,POINT (-73.89739268 42.20039514)
Pending,Adult-Use Retail,OCMRETL-2023-001419,,DEKALBCMM LLC,237 Dekalb Ave,Brooklyn,NY,11205,40.6895491,-73.96975941,POINT (-73.96975941 40.6895491)
Active,CAURD Retail,OCMCAURDP-2023-000055,OCM-CAURD-24-000067,Brownies Dispensary LLC,1686 Central Ave,Albany,NY,12205,42.72272258,-73.8388091,POINT (-73.8388091 42.72272258)
Pending,CAURD Retail,OCMCAURDP-2024-000053,,Don Resources Unlimited LLC,4911 5th Ave,Brooklyn,NY,11220,40.64553746,-74.00977257,POINT (-74.00977257 40.64553746)
Pending,Adult-Use Retail,OCMRETL-2023-001338,,Wonderland Dispensary Corp,545 W Ridge Rd,Rochester,NY,14615,43.20118328,-77.64095828,POINT (-77.64095828 43.20118328)
Pending,Adult-Use Retail,OCMRETL-2023-001468,,Manor Canna LLC,618 Old Route 17,Livingston Manor,NY,12758,41.90330143,-74.82434712,POINT (-74.82434712 41.90330143)
Pending,Adult-Use Retail,OCMRETL-2023-000586,,PINE SMOKE SUPPLIES INC,1918 Pine Ave,Niagara Falls,NY,14301,43.09515379,-79.03822878,POINT (-79.03822878 43.09515379)
Active,Adult-Use Retail,OCMRETL-2023-000552,OCM-RETL-24-000084,Greens Greenery LLC,54 State Highway 357,Unadilla,NY,13849,42.33146043,-75.29392196,POINT (-75.29392196 42.33146043)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000301,,East Coast Cannabis Corp.,347 Mariaville Rd,Schenectady,NY,12306,42.79047417,-73.98266388,POINT (-73.98266388 42.79047417)
Active,Adult-Use Retail,OCMRETL-2023-000725,OCM-RETL-24-000116,Green Philosophy 716 Inc.,101 Slade Ave,West Seneca,NY,14224,42.83142286,-78.78918069,POINT (-78.78918069 42.83142286)
Pending,CAURD Retail,OCMCAURDP-2023-000238,,Seven Forty Eight LLC,112 Mulberry St,New York,NY,10013,40.71753697,-73.99823345,POINT (-73.99823345 40.71753697)
Active,Adult-Use Retail,OCMRETL-2023-002211,OCM-RETL-24-000070,Grape Stomper LLC,2273A Broadway,New York,NY,10024,40.78547943,-73.97885116,POINT (-73.97885116 40.78547943)
Active,Adult-Use Microbusiness,OCMMICR-2023-000553,OCM-MICR-24-000019,716Sticky LLC,356 Hopkins St Ste 420,Buffalo,NY,14220,42.84724458,-78.83239078,POINT (-78.83239078 42.84724458)
Active,Adult-Use Microbusiness,OCMMICR-2023-000057,OCM-MICR-24-000001,Village Flower LLC,110 Mohawk Ave,Scotia,NY,12302,42.82595285,-73.96297274,POINT (-73.96297274 42.82595285)
Pending,Adult-Use Retail,OCMRETL-2023-001155,,Upstate State Collective LLC,73 Central Ave,Albany,NY,12206,42.65909134,-73.76588189,POINT (-73.76588189 42.65909134)
Pending,Adult-Use Retail,OCMRETL-2023-000359,,Buffalo Cannabis Store LLC,2760 Union Rd,Cheektowaga,NY,14227,42.88706111,-78.75465075,POINT (-78.75465075 42.88706111)
Active,Adult-Use Microbusiness,OCMMICR-2023-000338,OCM-MICR-24-000160,Silver Fin Lodge Inc,17801 County Highway 17,Roscoe,NY,12776,41.96602285,-75.00720852,POINT (-75.00720852 41.96602285)
Pending,Adult-Use Retail,OCMRETL-2023-001969,,Crown and Gavel LLC,34 Main St,Ossining,NY,10562,41.15868364,-73.86768916,POINT (-73.86768916 41.15868364)
Pending,Adult-Use Retail,OCMRETL-2023-001482,,Brooklyn Botanix LLC,61 Kent Ave,Brooklyn,NY,11249,40.72205259,-73.95976059,POINT (-73.95976059 40.72205259)
Pending,Adult-Use Retail,OCMRETL-2023-001427,,5514 Myrtle Ave Corp,5514 Myrtle Ave,Ridgewood,NY,11385,40.69987693,-73.90784057,POINT (-73.90784057 40.69987693)
Pending,Adult-Use Retail,OCMRETL-2023-000901,,A2B Luxury LLC,356 Broadway,Kingston,NY,12401,41.9259816,-73.9936876,POINT (-73.9936876 41.9259816)
Active,Adult-Use Microbusiness,OCMMICR-2023-000542,OCM-MICR-24-000059,Sanctuary Gardens LLC,161 Church St.,Amsterdam,NY,12010,42.937382,-74.179171,POINT (-74.179171 42.937382)
Active,CAURD Retail,OCMCAURDP-2023-000008,OCM-CAURD-23-000007,Good Grades LLC,162-03 Jamaica Ave,Jamaica,NY,11432,40.70440975,-73.79766054,POINT (-73.79766054 40.70440975)
Active,Adult-Use Retail,OCMRETL-2023-000105,OCM-RETL-24-000139,Smokey Paradise LLC,574 Columbia Tpke,East Greenbush,NY,12061,42.60205813,-73.71344246,POINT (-73.71344246 42.60205813)
Active,Adult-Use Retail,OCMRETL-2023-001852,OCM-RETL-24-000091,Cannabliss Recreational LLC,217 S Plank Rd,Newburgh,NY,12550,41.52787881,-74.0720798,POINT (-74.0720798 41.52787881)
Active,Adult-Use Microbusiness,OCMMICR-2023-000472,OCM-MICR-24-000023,Cannabaceae LLC,6728 S Portage Rd,Westfield,NY,14787,42.29566278,-79.55936086,POINT (-79.55936086 42.29566278)
Pending,CAURD Retail,OCMCAURDP-2024-000073,,3M Squared LLC,898 Gerard Ave,Bronx,NY,10452,40.82818842,-73.92445064,POINT (-73.92445064 40.82818842)
Pending,Adult-Use Retail,OCMRETL-2023-000855,,Green Flower Wellness 6 LLC,25818 Hillside Ave,Glen Oaks,NY,11004,40.73693511,-73.70989157,POINT (-73.70989157 40.73693511)
Pending,CAURD Retail,OCMCAURDP-2024-000069,,Robert M Lim,3653 E Tremont Ave,Bronx,NY,10465,40.82805829,-73.82366658,POINT (-73.82366658 40.82805829)
Pending,Adult-Use Retail,OCMRETL-2023-001953,,Spinello Buffalo LLC,2353 Millersport Hwy,Amherst,NY,14068,43.01385886,-78.76921618,POINT (-78.76921618 43.01385886)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000052,,DAISEYS LLC,109 Price Ln,Voorheesville,NY,12186,42.60757077,-74.00484001,POINT (-74.00484001 42.60757077)
Active,Adult-Use Retail,OCMRETL-2023-001230,OCM-RETL-24-000102,Sparkology NY LLC,1870 3rd Ave,New York,NY,10029,40.78978978,-73.94606211,POINT (-73.94606211 40.78978978)
Pending,CAURD Retail,OCMCAURDP-2024-000076,,Flower City Dispensary Inc.,8047-8053 Pittsford-Victor Road,Victor,NY,14564,43.03422993,-77.4452187,POINT (-77.4452187 43.03422993)
Pending,Adult-Use Retail,OCMRETL-2023-000986,,Lucifer Brewing Corporation,79 Fall St,Seneca Falls,NY,13148,42.91034926,-76.79745667,POINT (-76.79745667 42.91034926)
Active,Adult-Use Retail,OCMRETL-2023-000136,OCM-RETL-24-000140,Patient's Pharmacy Inc.,320 N Main St,Jamestown,NY,14701,42.09659116,-79.24132757,POINT (-79.24132757 42.09659116)
Pending,Adult-Use Retail,OCMRETL-2023-001283,,KVSSQ Consulting LLC,1280 1st Ave,New York,NY,10065,40.76576248,-73.95740183,POINT (-73.95740183 40.76576248)
Active,Adult-Use Retail,OCMRETL-2023-001609,OCM-RETL-24-000156,Dream Daze LLC,1900 Niagara Falls Blvd,Tonawanda,NY,14150,43.00575879,-78.8224238,POINT (-78.8224238 43.00575879)
Pending,CAURD Retail,,,CAURD Pending Location,439 Court Street,Binghamton,NY,13904,42.10449454,-75.87945157,POINT (-75.87945157 42.10449454)
Pending,Adult-Use Retail,OCMRETL-2023-002210,,Empire Plant Services Holdings LLC,445 W 125th St,New York,NY,10027,40.81257791,-73.95548685,POINT (-73.95548685 40.81257791)
Pending,Adult-Use Retail,OCMRETL-2023-001145,,"Best Buds of New York, Inc.",4-10 Taft Avenue,Poughkeepsie,NY,12603,41.69718923,-73.89632581,POINT (-73.89632581 41.69718923)
Pending,Adult-Use Retail,OCMRETL-2023-000950,,Cloud Empire Shop 2 Corporation,1708 Sunrise Hwy,Copiague,NY,11726,40.69397464,-73.39387103,POINT (-73.39387103 40.69397464)
Pending,Adult-Use Retail,OCMRETL-2023-000124,,"Coconut Buds, LLC",3715 Southwestern Blvd,Orchard Park,NY,14127,42.78175882,-78.77665273,POINT (-78.77665273 42.78175882)
Active,Adult-Use Retail,OCMRETL-2023-001824,OCM-RETL-24-000109,115 Corner LLC,345 E 115th St,New York,NY,10029,40.79577559,-73.93687004,POINT (-73.93687004 40.79577559)
Pending,CAURD Retail,OCMCAURDP-2023-000190,,"DLD DH, Inc",922 Manhattan Ave,Brooklyn,NY,11222,40.73085619,-73.95429446,POINT (-73.95429446 40.73085619)
Pending,Adult-Use Retail,OCMRETL-2023-000095,,BLISSBAR LLC,440-A East 9th Street,New York,NY,10009,40.72775852,-73.98399569,POINT (-73.98399569 40.72775852)
Pending,Adult-Use Retail,OCMRETL-2023-001447,,The Smoking Buffalo LLC,956/962 Maple Road,Amherst,NY,14221,42.99110404,-78.75192773,POINT (-78.75192773 42.99110404)
Pending,CAURD Retail,OCMCAURDP-2024-000057,,"Root 13, LLC",25306 Northern Blvd,Little Neck,NY,11362,40.77081566,-73.73528146,POINT (-73.73528146 40.77081566)
Active,CAURD Retail,OCMCAURDP-2023-000139,OCM-CAURD-24-000201,Bo's Buds LLC,108 Lamar St,West Babylon,NY,11704,40.73774495,-73.37874136,POINT (-73.37874136 40.73774495)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000225,,EUPHORIC VAPE LLC,112 Brandon Rd,East Syracuse,NY,13057,43.07542975,-76.08739387,POINT (-76.08739387 43.07542975)
Pending,CAURD Retail,OCMCAURDP-2022-000002,,"Hydro Phonics,llc",1300 N Wellwood Ave,West Babylon,NY,11704,40.73219057,-73.39808763,POINT (-73.39808763 40.73219057)
Active,RO Medical,,MM1007D,"Curaleaf NY, LLC",4141 South Salina Street,Syracuse,NY,13205,43.00847236,-76.1425856,POINT (-76.1425856 43.00847236)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000590,,"Fastness Labs, LLC",Main Street,North Creek,NY,12853,43.701269,-73.986522,POINT (-73.986522 43.701269)
Pending,CAURD Retail,OCMCAURDP-2023-000239,,APF Syndicate CORP,2465 Broadway,New York,NY,10025,40.79170514,-73.97402565,POINT (-73.97402565 40.79170514)
Active,CAURD Retail,OCMCAURDP-2023-000188,OCM-CAURD-24-000179,Royal Blend Dispensary LLC,2223 NY-32,Kingston,NY,12401,41.8621243,-74.06687471,POINT (-74.06687471 41.8621243)
Active,Adult-Use Microbusiness,OCMMICR-2023-000551,OCM-MICR-24-000146,CANNA-HOUSE MICRO LLC,98 Rhode Island St,Buffalo,NY,14213,42.90630158,-78.89611777,POINT (-78.89611777 42.90630158)
Active,Adult-Use Microbusiness,OCMMICR-2023-000110,OCM-MICR-24-000027,Green Tongue LLC,69 Allen St,Buffalo,NY,14202,42.89947164,-78.87270921,POINT (-78.87270921 42.89947164)
Pending,Adult-Use Retail,OCMRETL-2023-000152,,The Cannabis Vault LLC,2234 Seneca St,Buffalo,NY,14210,42.85194156,-78.80564249,POINT (-78.80564249 42.85194156)
Pending,Adult-Use Retail,OCMRETL-2023-001787,,HerbHub LLC,272-06 Union Turnpike,New York,NY,11040,40.75220656,-73.70204558,POINT (-73.70204558 40.75220656)
Active,Adult-Use Retail,OCMRETL-2023-001361,OCM-RETL-24-000184,Primary Care Group LLC,5806 Laurel Hill Blvd,Woodside,NY,11377,40.73625246,-73.90903818,POINT (-73.90903818 40.73625246)
Active,Adult-Use Retail,OCMRETL-2023-002001,OCM-RETL-24-000096,MZDZ Corp,875 Neptune Ave,Brooklyn,NY,11224,40.57980157,-73.97688593,POINT (-73.97688593 40.57980157)
Active,CAURD Retail,OCMCAURDP-2022-000001,OCM-CAURD-24-000049,"GMJT, LLC",958 6th Ave,New York,NY,10001,40.75035569,-73.98727612,POINT (-73.98727612 40.75035569)
Pending,CAURD Retail,OCMCAURDP-2023-000251,,Sensi Smoke LLC,220 Lake Street Plz,Penn Yan,NY,14527,42.6515665,-77.06086796,POINT (-77.06086796 42.6515665)
Active,RO Medical,,MM0803D,"Valley Agriceuticals, LLC",277 Walk Whitman Road,Huntington Station,NY,11746,40.82294099,-73.41257792,POINT (-73.41257792 40.82294099)
Pending,Adult-Use Retail,OCMRETL-2023-001576,,MetroBud llc,72 W 106th St,New York,NY,10025,40.79887709,-73.96215615,POINT (-73.96215615 40.79887709)
Pending,Adult-Use Retail,OCMRETL-2023-001509,,Joint Venture 1111 LLC,9 Gramatan Ave,Mount Vernon,NY,10550,40.91246459,-73.83721647,POINT (-73.83721647 40.91246459)
Pending,Adult-Use Retail,OCMRETL-2023-002190,,NY CJ Ball Inc.,156 Main St,Binghamton,NY,13905,42.103076,-75.929674,POINT (-75.929674 42.103076)
Pending,Adult-Use Retail,OCMRETL-2023-002099,,On The Bus Inc.,691 Lenox Ave,New York,NY,10037,40.82062,-73.93676,POINT (-73.93676 40.82062)
Active,CAURD Retail,OCMCAURDP-2023-000046,OCM-CAURD-23-000042,Urban Weeds LLC,31-35 Steinway Street,Astoria,NY,11103,40.76045886,-73.91769834,POINT (-73.91769834 40.76045886)
Pending,Adult-Use Retail,OCMRETL-2023-001567,,Azzam Properties LLC,499 Monroe Ave,Rochester,NY,14607,43.14640592,-77.5935881,POINT (-77.5935881 43.14640592)
Pending,Adult-Use Retail,OCMRETL-2023-001822,,ROCKAWAY BEACH CAFE INC.,114-30 Rockaway Beach Blvd,Rockaway Park,NY,11694-2385,40.58029143,-73.83572267,POINT (-73.83572267 40.58029143)
Pending,Adult-Use Retail,OCMRETL-2023-001699,,DDMM Dispensary LLC,3 Dean St,Deposit,NY,13754,42.06150674,-75.42444405,POINT (-75.42444405 42.06150674)
Active,Adult-Use Microbusiness,OCMMICR-2023-000167,OCM-MICR-24-000090,Tap Root Family LLC,4272 Jordan Rd,Skaneateles,NY,13152,42.97762731,-76.44396416,POINT (-76.44396416 42.97762731)
Active,Adult-Use Microbusiness,OCMMICR-2023-000593,OCM-MICR-24-000149,TKS SENSEI NY LLC,8 John Walsh Blvd,Peekskill,NY,10566,41.27754426,-73.93910293,POINT (-73.93910293 41.27754426)
Pending,Adult-Use Retail,OCMRETL-2023-002020,,Green Apple Distribution Ltd.,572 Manhattan Ave,Brooklyn,NY,11222,40.72259036,-73.95002469,POINT (-73.95002469 40.72259036)
Pending,Adult-Use Retail,OCMRETL-2023-000291,,Gentlemen's Hemp LLC,14 RT 9H,Claverack,NY,12513,42.22331747,-73.73495854,POINT (-73.73495854 42.22331747)
Pending,Adult-Use Retail,OCMRETL-2023-000473,,Market Stores WNY LLC,2445 Allen Ave,Niagara Falls,NY,14303,43.08410898,-79.03109745,POINT (-79.03109745 43.08410898)
Pending,Adult-Use Retail,OCMRETL-2023-000932,,SLA Services INC,570-574 Midland Ave,Staten Island,NY,10306,40.57230665,-74.09322382,POINT (-74.09322382 40.57230665)
Active,Adult-Use Microbusiness,OCMMICR-C-2024-000078,OCM-MICR-24-000031,Organic Jade Growers LLC,6241 Price Rd,Livonia,NY,14487,42.78508643,-77.67963232,POINT (-77.67963232 42.78508643)
Active,Adult-Use Retail,OCMRETL-C-2024-000054,OCM-RETL-24-000045,Pete Velez,18 Westage Drive,Fishkill,NY,12524,41.52483266,-73.89494444,POINT (-73.89494444 41.52483266)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000447,,WilliamsREI LLC,21228 113th Ave,Queens Village,NY,11429,40.70456799,-73.74351446,POINT (-73.74351446 40.70456799)
Pending,Adult-Use Retail,OCMRETL-2023-001692,,Happy Tree LLC,99 Route 17K Ste 3,Newburgh,NY,12550,41.5036984,-74.06078226,POINT (-74.06078226 41.5036984)
Active,CAURD Retail,OCMCAURDP-2024-000059,OCM-CAURD-24-000159,ERIETREEHOUSE CORPORATION,2700 Erie Blvd E,Syracuse,NY,13224,43.05421518,-76.09756056,POINT (-76.09756056 43.05421518)
Active,CAURD Retail,OCMCAURDP-2024-000003,OCM-CAURD-24-000074,"Late Bloomers NYC, LLC",57-01 Myrtle Avenue,Queens,NY,11385,40.70047444,-73.9036048,POINT (-73.9036048 40.70047444)
Pending,Adult-Use Retail,OCMRETL-2023-000940,,Green Land Retail LLC,3115 Victory Blvd,Staten Island,NY,10314,40.60707181,-74.16399285,POINT (-74.16399285 40.60707181)
Pending,Adult-Use Retail,OCMRETL-2023-001354,,Soulful Matter LLC,361 North Ave,New Rochelle,NY,10801,40.9149557,-73.78469004,POINT (-73.78469004 40.9149557)
Active,Adult-Use Microbusiness,OCMMICR-2023-000227,OCM-MICR-24-000003,Loon Lake Cannabis,305 Blue Spruce Dr,Loon Lake,NY,12989,44.55081608,-74.05658331,POINT (-74.05658331 44.55081608)
Pending,CAURD Retail,OCMCAURDP-2024-000055,,Joel M Alvarez I,512 55th St,Brooklyn,NY,11220,40.64207389,-74.01296412,POINT (-74.01296412 40.64207389)
Pending,Adult-Use Retail,OCMRETL-2023-001680,,"Mill Lane Provisions, LLC",102 State St,Schenectady,NY,12305,42.81511542,-73.94752859,POINT (-73.94752859 42.81511542)
Pending,Adult-Use Retail,OCMRETL-2023-001505,,Hamptons Gold LLC,Moriches Riverhead Rd East N Cr 111,East Moriches,NY,11940,40.83446,-72.74675,POINT (-72.74675 40.83446)
Pending,Adult-Use Retail,OCMRETL-2023-000563,,"The Herb Cave, LLC",519 State Route 3,Plattsburgh,NY,12901,44.69592507,-73.50206674,POINT (-73.50206674 44.69592507)
Pending,Adult-Use Retail,OCMRETL-2023-001653,,Wintergreen Wellness LLC,6320 Main St,Tannersville,NY,12485,42.19566579,-74.14969041,POINT (-74.14969041 42.19566579)
Active,Adult-Use Retail,OCMRETL-2023-002167,OCM-RETL-24-000065,One Life Cannabis LLC,185 W Seneca St,Manlius,NY,13104,42.99778966,-75.98540544,POINT (-75.98540544 42.99778966)
Pending,Adult-Use Retail,OCMRETL-2023-001466,,Schedule 1 Cannabis Club LLC,1228 Wellwood Ave,West Babylon,NY,11704,40.72929389,-73.39726999,POINT (-73.39726999 40.72929389)
Active,Adult-Use Retail,OCMRETL-2023-000626,OCM-RETL-24-000104,Bloomlee LLC,52A Kenmare St,New York,NY,10012,40.72079119,-73.9956295,POINT (-73.9956295 40.72079119)
Active,Adult-Use Retail,OCMRETL-2023-001446,OCM-RETL-24-000169,A & P DISPENSARY CORP,8137 Lefferts Blvd,Kew Gardens,NY,11415,40.70846536,-73.83062885,POINT (-73.83062885 40.70846536)
Pending,Adult-Use Retail,OCMRETL-2023-001401,,315Exotics Inc.,4 W Main St,Sodus,NY,14551,43.23614639,-77.06152478,POINT (-77.06152478 43.23614639)
Pending,CAURD Retail,OCMCAURDP-2024-000077,,"Budega NYC, Inc.",321 4th Ave,Brooklyn,NY,11215,40.67413547,-73.98547594,POINT (-73.98547594 40.67413547)
Active,Adult-Use Retail,OCMRETL-2023-002177,OCM-RETL-24-000017,Capital Cannabis LLC,930 Oriskany St W,Utica,NY,13502,43.10747943,-75.24399221,POINT (-75.24399221 43.10747943)
Active,CAURD Retail,OCMCAURDP-2023-000058,OCM-CAURD-24-000119,"SMMB, Inc",32 Westchester Ave,Pound Ridge,NY,10576,41.18728153,-73.54470495,POINT (-73.54470495 41.18728153)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000308,,alpine agronomy LLC,245 Broadway,Saranac Lake,NY,12983,44.33542542,-74.13919745,POINT (-74.13919745 44.33542542)
Pending,Adult-Use Retail,OCMRETL-2023-000728,,West Village Grocery Inc.,31 Jane Street,New York,NY,10014,40.73819766,-74.00379945,POINT (-74.00379945 40.73819766)
Pending,Adult-Use Microbusiness,OCMMICR-2023-000480,,Aisha Ricca & Pat J Ricca,2772 Ellison Rd,Watkins Glen,NY,14891,42.36997,-76.92139,POINT (-76.92139 42.36997)
Active,Adult-Use Retail,OCMRETL-2023-000584,OCM-RETL-24-000025,Yogikrupa 171 LLC,171 W 4th Street,New York,NY,10014,40.73221419,-74.00147457,POINT (-74.00147457 40.73221419)
Active,CAURD Retail,OCMCAURDP-2023-000158,OCM-CAURD-24-000142,Candice LoPizzo,241 5th Ave,New York,NY,10016,40.74434566,-73.98745626,POINT (-73.98745626 40.74434566)
Pending,Adult-Use Retail,OCMRETL-2023-000606,,Dankley LLC,980 Little East Neck Rd,West Babylon,NY,11704,40.72234505,-73.35762918,POINT (-73.35762918 40.72234505)
Active,Adult-Use Retail,OCMRETL-2023-001666,OCM-RETL-24-000160,NTNR Dispensary LLC,332 Broad St,Waverly,NY,13743,42.00097656,-76.5401538,POINT (-76.5401538 42.00097656)
Active,Adult-Use Retail,OCMRETL-2023-001675,OCM-RETL-24-000173,"Green Zephyr, LLC",579 1st St,Troy,NY,12180,42.70877495,-73.69742977,POINT (-73.69742977 42.70877495)
Active,CAURD Retail,OCMCAURDP-2023-000138,OCM-CAURD-24-000178,"State of Mind Dispensary, LLC",521 Troy Schenectady Road,Latham,NY,12110,42.75207567,-73.76681796,POINT (-73.76681796 42.75207567)
Pending,RO Medical,,,Hudson Health Extracts,80 Main St,Nyack,NY,10960,41.09108544,-73.91862585,POINT (-73.91862585 41.09108544)
Pending,Adult-Use Retail,OCMRETL-2023-001439,,"Flatbush Pot Shop, LLC",2129 Flatbush Ave,Brooklyn,NY,11234,40.61735858,-73.9309947,POINT (-73.9309947 40.61735858)
Pending,Adult-Use Retail,OCMRETL-2023-001003,,Luminare LLC,2906 34th Ave,Astoria,NY,11106,40.76032637,-73.92878619,POINT (-73.92878619 40.76032637)
Pending,Adult-Use Retail,,,AU Pending Location,598 Broadway,New York,NY,10012,40.72528476,-73.99680586,POINT (-73.99680586 40.72528476)
Pending,CAURD Retail,OCMCAURDP-2024-000060,,Best of Harlem Grade,146 10th Ave,New York,NY,10011,40.74525546,-74.00585639,POINT (-74.00585639 40.74525546)
Active,CAURD Retail,OCMCAURDP-2023-000099,OCM-CAURD-24-000115,Coronado LLC,2179 Sheridan Dr,Tonawanda,NY,14223,42.98071221,-78.8538269,POINT (-78.8538269 42.98071221)
Active,Adult-Use Retail,OCMRETL-2023-000049,OCM-RETL-24-000051,Chronic Brooklyn LLC,483 3rd Ave,Brooklyn,NY,11215,40.67048261,-73.99174377,POINT (-73.99174377 40.67048261)
Active,CAURD Retail,OCMCAURDP-2023-000033,OCM-CAURD-23-000030,Elivate NY LLC,127 S Terrace Ave,Mount Vernon,NY,10550,40.91005721,-73.84971543,POINT (-73.84971543 40.91005721)
Active,CAURD Retail,OCMCAURDP-2023-000231,OCM-CAURD-24-000194,High Rise Brands LLC,257 County Road 39A,Southampton,NY,11968,40.8995191,-72.38818067,POINT (-72.38818067 40.8995191)
Pending,Adult-Use Retail,OCMRETL-2023-001826,,Rose Dispensary Corporation,2742 Broadway,New York,NY,10025,40.80064381,-73.96789126,POINT (-73.96789126 40.80064381)
Active,RO Medical & Adult-Use,,MM0408D,"Etain, LLC",75 Mamaroneck Avenue,White Plains,NY,10601,41.03037652,-73.76580137,POINT (-73.76580137 41.03037652)
Active,CAURD Retail,OCMCAURDP-2023-000184,OCM-CAURD-24-000088,Black Market Canna Co LLC,89 Main St,Poughkeepsie,NY,12601,41.70571584,-73.93581594,POINT (-73.93581594 41.70571584)
Active,Adult-Use Retail,OCMRETL-2023-002203,OCM-RETL-24-000106,Healthy Choice Seaview LLC,3858 Broadway,New York,NY,10032,40.83647774,-73.94302443,POINT (-73.94302443 40.83647774)
